#M z y MLa eta sup_ad
2.086328125000000089e+00 1.576904296875000083e-02 3.210449218750000000e-01 1.666650390625000089e+00 1.796777343750000089e-01 2.398681640625000000e-02
2.486328125000000000e+00 2.326904296875000056e-02 2.710449218750000111e-01 2.016650390625000178e+00 2.696777343749999778e-01 1.148681640625000104e-02
2.686328124999999734e+00 1.951904296874999722e-02 3.460449218749999667e-01 1.841650390624999911e+00 2.246777343749999933e-01 1.773681640625000139e-02
2.286328124999999822e+00 2.701904296874999695e-02 2.960449218749999778e-01 2.191650390625000000e+00 1.346777343749999967e-01 5.236816406250000694e-03
2.386328124999999911e+00 2.139404296874999889e-02 2.585449218750000000e-01 2.279150390624999911e+00 1.571777343749999889e-01 1.461181640625000035e-02
2.786328124999999822e+00 2.889404296874999861e-02 3.085449218749999889e-01 1.929150390625000044e+00 2.471777343749999856e-01 2.111816406250000087e-03
2.586328124999999645e+00 1.764404296874999903e-02 2.835449218750000222e-01 2.104150390624999645e+00 2.921777343749999978e-01 2.086181640625000069e-02
2.186328125000000178e+00 2.514404296874999875e-02 3.335449218749999556e-01 1.754150390625000000e+00 2.021777343749999734e-01 8.361816406250000000e-03
2.136328124999999911e+00 2.045654296874999806e-02 2.772949218749999889e-01 1.885400390625000089e+00 2.584277343749999956e-01 1.304931640625000069e-02
2.536328124999999822e+00 2.795654296874999778e-02 3.272949218749999778e-01 2.235400390624999734e+00 1.684277343749999989e-01 5.493164062500000000e-04
2.736328125000000000e+00 1.670654296874999820e-02 2.522949218750000222e-01 1.710400390625000044e+00 1.234277343750000006e-01 1.929931640625000278e-02
2.336328125000000089e+00 2.420654296875000139e-02 3.022949218750000111e-01 2.060400390624999911e+00 2.134277343750000111e-01 6.799316406250000347e-03
2.236328125000000000e+00 1.858154296874999986e-02 3.397949218749999889e-01 1.972900390625000000e+00 2.359277343749999756e-01 2.242431640625000208e-02
2.636328124999999911e+00 2.608154296874999958e-02 2.897949218750000000e-01 1.622900390625000133e+00 1.459277343750000067e-01 9.924316406250001388e-03
2.436328124999999734e+00 2.233154296874999972e-02 3.147949218749999667e-01 2.147900390624999822e+00 1.909277343749999911e-01 1.617431640625000000e-02
2.036328124999999822e+00 2.983154296874999944e-02 2.647949218749999778e-01 1.797900390624999956e+00 2.809277343749999600e-01 3.674316406250000173e-03
2.048828125000000000e+00 1.787841796874999750e-02 2.976074218750000000e-01 1.765087890625000044e+00 1.599902343749999845e-01 1.734619140624999931e-02
2.448828124999999911e+00 2.537841796874999722e-02 3.476074218749999889e-01 2.115087890624999911e+00 2.499902343749999811e-01 4.846191406250000347e-03
2.648828124999999645e+00 2.162841796875000083e-02 2.726074218749999778e-01 1.940087890625000089e+00 2.949902343749999933e-01 2.359619140625000139e-02
2.248828125000000178e+00 2.912841796875000056e-02 3.226074218749999667e-01 2.290087890624999734e+00 2.049902343749999967e-01 1.109619140625000069e-02
2.348828124999999822e+00 1.975341796874999917e-02 3.351074218749999778e-01 2.202587890624999822e+00 1.824902343750000044e-01 2.047119140625000208e-02
2.748828124999999734e+00 2.725341796874999889e-02 2.851074218749999889e-01 1.852587890624999956e+00 2.724902343749999734e-01 7.971191406249999653e-03
2.548828125000000000e+00 1.600341796874999931e-02 3.101074218749999556e-01 2.027587890625000000e+00 2.274902343749999889e-01 1.422119140625000000e-02
2.148828125000000089e+00 2.350341796874999903e-02 2.601074218750000222e-01 1.677587890625000133e+00 1.374902343749999922e-01 1.721191406250000173e-03
2.198828124999999911e+00 2.069091796875000000e-02 3.038574218749999778e-01 1.808837890625000000e+00 2.387402343749999711e-01 1.890869140625000069e-02
2.598828124999999822e+00 2.819091796874999972e-02 2.538574218749999889e-01 2.158837890624999645e+00 1.487402343750000022e-01 6.408691406250000000e-03
2.798828125000000000e+00 1.694091796875000014e-02 3.288574218750000000e-01 1.633837890625000178e+00 1.937402343749999867e-01 1.265869140625000035e-02
2.398828125000000089e+00 2.444091796874999986e-02 2.788574218750000111e-01 1.983837890624999822e+00 2.837402343749999556e-01 1.586914062500000054e-04
2.298828125000000000e+00 1.506591796875000021e-02 2.663574218750000000e-01 2.071337890624999734e+00 2.612402343749999911e-01 1.578369140625000139e-02
2.698828124999999911e+00 2.256591796874999820e-02 3.163574218749999889e-01 1.721337890625000089e+00 1.712402343749999944e-01 3.283691406250000260e-03
2.498828124999999734e+00 1.881591796874999833e-02 2.913574218749999667e-01 2.246337890625000000e+00 1.262402343749999822e-01 2.203369140625000000e-02
2.098828124999999822e+00 2.631591796874999806e-02 3.413574218749999556e-01 1.896337890624999911e+00 2.162402343750000067e-01 9.533691406250001041e-03
2.073828124999999911e+00 1.928466796874999875e-02 2.507324218750000000e-01 2.005712890624999911e+00 1.993652343749999778e-01 5.627441406250000173e-03
2.473828124999999822e+00 2.678466796874999847e-02 3.007324218749999889e-01 1.655712890625000044e+00 2.893652343750000022e-01 1.812744140625000000e-02
2.673828125000000000e+00 1.553466796874999889e-02 2.757324218750000222e-01 2.180712890624999734e+00 2.443652343749999900e-01 1.187744140625000139e-02
2.273828125000000089e+00 2.303466796874999861e-02 3.257324218749999556e-01 1.830712890625000089e+00 1.543652343749999933e-01 2.437744140625000208e-02
2.373828124999999734e+00 1.740966796875000056e-02 3.132324218750000000e-01 1.918212890625000000e+00 1.318652343750000011e-01 8.752441406250000347e-03
2.773828124999999645e+00 2.490966796875000028e-02 2.632324218750000111e-01 2.268212890624999645e+00 2.218652343749999978e-01 2.125244140625000278e-02
2.573828124999999911e+00 2.115966796875000042e-02 3.382324218749999667e-01 1.743212890624999956e+00 2.668652343749999822e-01 2.502441406250000000e-03
2.173828125000000000e+00 2.865966796874999667e-02 2.882324218749999778e-01 2.093212890624999822e+00 1.768652343749999856e-01 1.500244140625000069e-02
2.123828125000000178e+00 1.647216796874999972e-02 3.444824218750000000e-01 2.224462890624999911e+00 2.781152343749999645e-01 7.189941406250000694e-03
2.523828124999999645e+00 2.397216796874999944e-02 2.944824218750000111e-01 1.874462890625000044e+00 1.881152343749999956e-01 1.968994140625000139e-02
2.723828124999999822e+00 2.022216796874999958e-02 3.194824218749999778e-01 2.049462890625000089e+00 1.431152343749999833e-01 9.399414062500000217e-04
2.323828124999999911e+00 2.772216796874999931e-02 2.694824218749999889e-01 1.699462890625000000e+00 2.331152343749999800e-01 1.343994140625000104e-02
2.223828124999999822e+00 2.209716796874999778e-02 2.819824218750000000e-01 1.611962890625000089e+00 2.106152343749999878e-01 4.064941406250000520e-03
2.623828124999999734e+00 2.959716796874999750e-02 3.319824218749999889e-01 1.961962890624999956e+00 1.206152343749999911e-01 1.656494140625000208e-02
2.423828125000000000e+00 1.834716796874999792e-02 2.569824218749999778e-01 1.786962890624999911e+00 1.656152343750000033e-01 1.031494140625000000e-02
2.023828125000000089e+00 2.584716796875000111e-02 3.069824218749999667e-01 2.136962890625000000e+00 2.556152343750000000e-01 2.281494140625000069e-02
2.017578125000000000e+00 1.612060546875000028e-02 2.624511718750000000e-01 1.879931640624999956e+00 2.513964843749999512e-01 2.105712890625000000e-02
2.417578124999999911e+00 2.362060546875000000e-02 3.124511718749999889e-01 2.229931640624999822e+00 1.613964843749999822e-01 8.557128906250001041e-03
2.617578124999999645e+00 1.987060546875000014e-02 2.874511718750000222e-01 1.704931640625000133e+00 2.063964843749999944e-01 1.480712890625000139e-02
2.217578125000000178e+00 2.737060546874999639e-02 3.374511718749999556e-01 2.054931640625000000e+00 2.963964843749999911e-01 2.307128906250000260e-03
2.317578124999999822e+00 2.174560546874999833e-02 3.249511718750000000e-01 1.967431640624999867e+00 2.738964843750000266e-01 1.793212890625000069e-02
2.717578124999999734e+00 2.924560546874999806e-02 2.749511718750000111e-01 1.617431640625000000e+00 1.838964843750000022e-01 5.432128906250000000e-03
2.517578125000000000e+00 1.799560546874999847e-02 3.499511718749999667e-01 2.142431640624999911e+00 1.388964843749999900e-01 2.418212890625000278e-02
2.117578125000000089e+00 2.549560546874999820e-02 2.999511718749999778e-01 1.792431640625000044e+00 2.288964843749999867e-01 1.168212890625000035e-02
2.167578124999999911e+00 1.893310546874999931e-02 3.437011718749999889e-01 1.661181640625000178e+00 1.501464843750000000e-01 1.636962890624999931e-02
2.567578124999999822e+00 2.643310546874999903e-02 2.937011718750000000e-01 2.011181640624999822e+00 2.401464843749999967e-01 3.869628906250000347e-03
2.767578125000000000e+00 1.518310546874999944e-02 3.187011718749999667e-01 1.836181640625000000e+00 2.851464843750000089e-01 2.261962890625000139e-02
2.367578125000000089e+00 2.268310546874999917e-02 2.687011718749999778e-01 2.186181640624999645e+00 1.951464843749999845e-01 1.011962890625000069e-02
2.267578125000000000e+00 1.705810546875000111e-02 2.812011718749999889e-01 2.273681640625000000e+00 1.726464843749999922e-01 1.949462890625000208e-02
2.667578124999999911e+00 2.455810546875000083e-02 3.312011718749999778e-01 1.923681640624999911e+00 2.626464843749999889e-01 6.994628906250000520e-03
2.467578124999999734e+00 2.080810546874999750e-02 2.562011718750000222e-01 2.098681640624999734e+00 2.176464843750000044e-01 1.324462890625000000e-02
2.067578124999999822e+00 2.830810546874999722e-02 3.062011718750000111e-01 1.748681640625000089e+00 1.276464843750000078e-01 7.446289062500000651e-04
2.092578125000000178e+00 2.127685546874999792e-02 2.905761718750000111e-01 2.164306640625000000e+00 2.907714843750000000e-01 9.338378906250000000e-03
2.492578124999999645e+00 2.877685546875000111e-02 3.405761718750000000e-01 1.814306640624999911e+00 2.007714843749999756e-01 2.183837890625000069e-02
2.692578124999999822e+00 1.752685546874999806e-02 2.655761718749999889e-01 1.989306640624999956e+00 1.557714843749999911e-01 3.088378906250000087e-03
2.292578124999999911e+00 2.502685546874999778e-02 3.155761718749999778e-01 1.639306640625000089e+00 2.457714843749999878e-01 1.558837890625000035e-02
2.392578125000000000e+00 1.565185546874999986e-02 3.280761718749999889e-01 1.726806640625000000e+00 2.232714843749999956e-01 6.213378906250000694e-03
2.792578124999999911e+00 2.315185546874999958e-02 2.780761718750000000e-01 2.076806640625000089e+00 1.332714843749999989e-01 1.871337890625000139e-02
2.592578124999999734e+00 1.940185546874999972e-02 3.030761718749999667e-01 1.901806640625000044e+00 1.782714843749999833e-01 1.246337890625000104e-02
2.192578124999999822e+00 2.690185546874999944e-02 2.530761718749999778e-01 2.251806640624999911e+00 2.682714843749999800e-01 2.496337890625000000e-02
2.142578125000000000e+00 1.846435546874999889e-02 3.093261718750000000e-01 2.120556640624999822e+00 1.895214843749999933e-01 4.650878906250000173e-03
2.542578124999999911e+00 2.596435546874999861e-02 2.593261718750000111e-01 1.770556640624999956e+00 2.795214843750000178e-01 1.715087890625000000e-02
2.742578124999999645e+00 2.221435546874999875e-02 3.343261718749999667e-01 2.295556640624999645e+00 2.345214843749999778e-01 1.090087890625000139e-02
2.342578124999999734e+00 2.971435546874999847e-02 2.843261718749999778e-01 1.945556640625000000e+00 1.445214843750000089e-01 2.340087890625000208e-02
2.242578125000000089e+00 2.033935546875000056e-02 2.718261718750000222e-01 1.858056640625000089e+00 1.220214843749999889e-01 7.775878906250000347e-03
2.642578125000000000e+00 2.783935546875000028e-02 3.218261718749999556e-01 2.208056640624999734e+00 2.120214843749999856e-01 2.027587890625000278e-02
2.442578124999999822e+00 1.658935546875000069e-02 2.968261718749999889e-01 1.683056640625000044e+00 2.570214843749999978e-01 1.525878906250000000e-03
2.042578124999999911e+00 2.408935546874999695e-02 3.468261718749999778e-01 2.033056640624999911e+00 1.670214843750000011e-01 1.402587890625000069e-02
2.030078125000000178e+00 2.010498046874999861e-02 3.171386718750000000e-01 2.240869140624999645e+00 2.317089843749999822e-01 2.697753906250000173e-03
2.430078125000000089e+00 2.760498046874999833e-02 2.671386718750000111e-01 1.890869140625000000e+00 1.417089843749999856e-01 1.519775390625000000e-02
2.630078124999999822e+00 1.635498046874999875e-02 3.421386718749999667e-01 2.065869140624999822e+00 1.867089843749999978e-01 8.947753906249999653e-03
2.230078124999999911e+00 2.385498046874999847e-02 2.921386718749999778e-01 1.715869140624999956e+00 2.767089843750000222e-01 2.144775390625000208e-02
2.330078125000000000e+00 1.822998046875000042e-02 2.546386718750000000e-01 1.628369140625000044e+00 2.992089843749999867e-01 1.207275390625000069e-02
2.730078124999999911e+00 2.572998046874999667e-02 3.046386718749999889e-01 1.978369140624999911e+00 2.092089843749999900e-01 2.457275390625000139e-02
2.530078124999999734e+00 2.197998046875000028e-02 2.796386718750000222e-01 1.803369140625000089e+00 1.642089843749999778e-01 5.822753906250000347e-03
2.130078124999999822e+00 2.947998046875000000e-02 3.296386718749999556e-01 2.153369140624999734e+00 2.542089843750000022e-01 1.832275390624999931e-02
2.180078125000000089e+00 1.541748046874999965e-02 2.858886718750000000e-01 2.022119140625000089e+00 1.304589843750000033e-01 1.051025390625000104e-02
2.580078125000000000e+00 2.291748046875000111e-02 3.358886718749999889e-01 1.672119140625000000e+00 2.204589843750000000e-01 2.301025390625000000e-02
2.780078124999999734e+00 1.916748046874999778e-02 2.608886718749999778e-01 2.197119140624999911e+00 2.654589843749999845e-01 4.260253906249999827e-03
2.380078124999999822e+00 2.666748046874999750e-02 3.108886718749999667e-01 1.847119140625000044e+00 1.754589843749999878e-01 1.676025390625000139e-02
2.280078125000000178e+00 2.104248046874999944e-02 3.483886718750000000e-01 1.934619140624999956e+00 1.979589843749999800e-01 1.135253906250000087e-03
2.680078124999999645e+00 2.854248046874999917e-02 2.983886718750000111e-01 2.284619140624999822e+00 2.879589843750000044e-01 1.363525390625000035e-02
2.480078124999999911e+00 1.729248046874999958e-02 3.233886718749999778e-01 1.759619140624999911e+00 2.429589843749999922e-01 7.385253906250000000e-03
2.080078125000000000e+00 2.479248046874999931e-02 2.733886718749999889e-01 2.109619140625000000e+00 1.529589843749999956e-01 1.988525390625000069e-02
2.055078125000000089e+00 1.776123046875000000e-02 3.327636718750000000e-01 1.781494140625000000e+00 2.710839843750000311e-01 1.441650390625000104e-02
2.455078125000000000e+00 2.526123046874999972e-02 2.827636718750000111e-01 2.131494140624999645e+00 1.810839843750000067e-01 1.916503906250000130e-03
2.655078124999999734e+00 2.151123046874999986e-02 3.077636718749999778e-01 1.606494140625000178e+00 1.360839843749999944e-01 2.066650390625000139e-02
2.255078124999999822e+00 2.901123046874999958e-02 2.577636718749999889e-01 1.956494140624999822e+00 2.260839843749999911e-01 8.166503906250000694e-03
2.355078124999999911e+00 1.963623046874999820e-02 2.952636718749999667e-01 2.043994140624999734e+00 2.485839843749999833e-01 2.379150390625000069e-02
2.755078124999999822e+00 2.713623046875000139e-02 3.452636718749999556e-01 1.693994140625000089e+00 1.585839843749999867e-01 1.129150390625000000e-02
2.555078124999999645e+00 1.588623046874999833e-02 2.702636718750000000e-01 2.218994140625000000e+00 2.035839843749999989e-01 1.754150390625000208e-02
2.155078125000000178e+00 2.338623046874999806e-02 3.202636718749999889e-01 1.868994140624999911e+00 2.935839843749999956e-01 5.041503906250000520e-03
2.105078124999999911e+00 2.244873046874999722e-02 2.640136718750000222e-01 1.737744140625000044e+00 1.698339843749999967e-01 2.222900390625000278e-02
2.505078124999999822e+00 2.994873046874999695e-02 3.140136718749999556e-01 2.087744140624999911e+00 2.598339843749999933e-01 9.729003906250000347e-03
2.705078125000000000e+00 1.869873046875000083e-02 2.890136718749999889e-01 1.912744140625000089e+00 2.148339843750000089e-01 1.597900390625000069e-02
2.305078125000000089e+00 2.619873046875000056e-02 3.390136718749999778e-01 2.262744140624999734e+00 1.248339843749999983e-01 3.479003906250000000e-03
2.205078125000000000e+00 1.682373046874999917e-02 3.015136718750000000e-01 2.175244140624999822e+00 1.473339843750000044e-01 1.285400390625000139e-02
2.605078124999999911e+00 2.432373046874999889e-02 2.515136718750000111e-01 1.825244140624999956e+00 2.373339843749999734e-01 3.540039062500000434e-04
2.405078124999999734e+00 2.057373046874999903e-02 3.265136718749999667e-01 2.000244140625000000e+00 2.823339843750000133e-01 1.910400390625000000e-02
2.005078124999999822e+00 2.807373046874999875e-02 2.765136718749999778e-01 1.650244140625000133e+00 1.923339843749999889e-01 6.604003906250000173e-03
2.003515624999999911e+00 2.060302734375000014e-02 2.669433593750000222e-01 2.154736328124999822e+00 1.624511718749999944e-01 2.471923828125000000e-02
2.403515624999999822e+00 2.810302734374999639e-02 3.169433593749999556e-01 1.804736328124999956e+00 2.524511718749999911e-01 1.221923828125000104e-02
2.603515625000000000e+00 1.685302734375000028e-02 2.919433593749999889e-01 1.979736328125000000e+00 2.974511718749999756e-01 1.846923828125000139e-02
2.203515625000000089e+00 2.435302734375000000e-02 3.419433593749999778e-01 1.629736328125000133e+00 2.074511718750000067e-01 5.969238281250000694e-03
2.303515625000000178e+00 1.872802734374999847e-02 3.044433593750000000e-01 1.717236328125000044e+00 1.849511718749999867e-01 1.534423828125000035e-02
2.703515624999999645e+00 2.622802734374999820e-02 2.544433593750000111e-01 2.067236328124999911e+00 2.749511718749999556e-01 2.844238281250000087e-03
2.503515624999999911e+00 2.247802734374999833e-02 3.294433593749999667e-01 1.892236328125000089e+00 2.299511718749999711e-01 2.159423828125000069e-02
2.103515625000000000e+00 2.997802734374999806e-02 2.794433593749999778e-01 2.242236328124999734e+00 1.399511718750000022e-01 9.094238281250000000e-03
2.153515624999999822e+00 1.591552734374999944e-02 3.356933593750000000e-01 2.110986328124999645e+00 2.412011718750000089e-01 1.378173828125000069e-02
2.553515624999999734e+00 2.341552734374999917e-02 2.856933593750000111e-01 1.760986328125000000e+00 1.512011718749999845e-01 1.281738281250000000e-03
2.753515624999999911e+00 1.966552734374999931e-02 3.106933593749999778e-01 2.285986328124999911e+00 1.962011718749999967e-01 2.003173828125000278e-02
2.353515625000000000e+00 2.716552734374999903e-02 2.606933593749999889e-01 1.935986328124999822e+00 2.862011718749999933e-01 7.531738281250000347e-03
2.253515624999999911e+00 2.154052734374999750e-02 2.981933593749999667e-01 1.848486328124999911e+00 2.637011718749999734e-01 2.315673828125000208e-02
2.653515624999999822e+00 2.904052734374999722e-02 3.481933593749999556e-01 2.198486328125000000e+00 1.737011718750000044e-01 1.065673828125000139e-02
2.453515625000000089e+00 1.779052734375000111e-02 2.731933593750000000e-01 1.673486328125000089e+00 1.287011718749999922e-01 1.690673828125000000e-02
2.053515625000000178e+00 2.529052734375000083e-02 3.231933593749999889e-01 2.023486328124999734e+00 2.187011718749999889e-01 4.406738281250000173e-03
2.078515625000000089e+00 1.732177734375000069e-02 2.825683593750000222e-01 1.870361328125000000e+00 2.018261718749999878e-01 1.143798828125000035e-02
2.478515625000000000e+00 2.482177734374999695e-02 3.325683593749999556e-01 2.220361328124999645e+00 2.918261718749999845e-01 2.393798828125000278e-02
2.678515624999999734e+00 2.107177734375000056e-02 2.575683593750000000e-01 1.695361328124999956e+00 2.468261718750000000e-01 5.187988281250000000e-03
2.278515624999999822e+00 2.857177734375000028e-02 3.075683593749999889e-01 2.045361328124999822e+00 1.568261718750000033e-01 1.768798828125000069e-02
2.378515624999999911e+00 1.919677734374999889e-02 3.450683593749999667e-01 1.957861328124999911e+00 1.343261718749999833e-01 2.062988281250000260e-03
2.778515624999999822e+00 2.669677734374999861e-02 2.950683593749999778e-01 1.607861328125000044e+00 2.243261718749999800e-01 1.456298828125000139e-02
2.578515624999999645e+00 1.544677734374999903e-02 3.200683593750000000e-01 2.132861328124999734e+00 2.693261718749999645e-01 8.312988281250001041e-03
2.178515625000000178e+00 2.294677734374999875e-02 2.700683593750000111e-01 1.782861328125000089e+00 1.793261718749999956e-01 2.081298828125000000e-02
2.128515624999999911e+00 2.200927734374999792e-02 3.138183593749999667e-01 1.651611328125000000e+00 2.805761718750000022e-01 5.004882812500000651e-04
2.528515624999999822e+00 2.950927734375000111e-02 2.638183593749999778e-01 2.001611328125000089e+00 1.905761718749999778e-01 1.300048828125000000e-02
2.728515625000000000e+00 1.825927734374999806e-02 3.388183593749999889e-01 1.826611328125000044e+00 1.455761718749999933e-01 6.750488281250000520e-03
2.328515625000000089e+00 2.575927734374999778e-02 2.888183593750000000e-01 2.176611328124999911e+00 2.355761718749999900e-01 1.925048828125000208e-02
2.228515625000000000e+00 1.638427734374999986e-02 2.513183593750000222e-01 2.264111328124999822e+00 2.130761718749999978e-01 9.875488281250000694e-03
2.628515624999999911e+00 2.388427734374999958e-02 3.013183593750000111e-01 1.914111328124999956e+00 1.230761718750000011e-01 2.237548828125000139e-02
2.428515624999999734e+00 2.013427734374999972e-02 2.763183593749999889e-01 2.089111328125000000e+00 1.680761718749999856e-01 3.625488281250000347e-03
2.028515624999999822e+00 2.763427734374999944e-02 3.263183593749999778e-01 1.739111328124999911e+00 2.580761718749999822e-01 1.612548828124999931e-02
2.041015625000000000e+00 1.661865234374999833e-02 3.122558593750000000e-01 1.793798828124999911e+00 1.371386718750000067e-01 4.797363281250000520e-03
2.441015624999999911e+00 2.411865234374999806e-02 2.622558593750000111e-01 2.143798828125000000e+00 2.271386718749999756e-01 1.729736328125000208e-02
2.641015624999999645e+00 2.036865234374999820e-02 3.372558593749999667e-01 1.618798828125000089e+00 2.721386718749999600e-01 1.104736328125000000e-02
2.241015625000000178e+00 2.786865234375000139e-02 2.872558593749999778e-01 1.968798828124999956e+00 1.821386718749999911e-01 2.354736328125000069e-02
2.341015624999999822e+00 2.224365234374999986e-02 2.747558593750000222e-01 2.056298828125000089e+00 2.046386718750000111e-01 7.922363281250000694e-03
2.741015624999999734e+00 2.974365234374999958e-02 3.247558593749999556e-01 1.706298828125000000e+00 2.946386718749999800e-01 2.042236328125000139e-02
2.541015625000000000e+00 1.849365234375000000e-02 2.997558593749999889e-01 2.231298828124999911e+00 2.496386718749999956e-01 1.672363281250000130e-03
2.141015625000000089e+00 2.599365234374999972e-02 3.497558593749999778e-01 1.881298828125000044e+00 1.596386718749999989e-01 1.417236328125000104e-02
2.191015624999999911e+00 1.943115234375000083e-02 2.935058593750000111e-01 1.750048828124999956e+00 2.158886718749999933e-01 6.359863281250000173e-03
2.591015624999999822e+00 2.693115234375000056e-02 3.435058593750000000e-01 2.100048828124999822e+00 1.258886718749999967e-01 1.885986328125000000e-02
2.791015625000000000e+00 1.568115234375000097e-02 2.685058593749999889e-01 1.925048828125000000e+00 1.708886718750000089e-01 1.098632812500000027e-04
2.391015625000000089e+00 2.318115234374999722e-02 3.185058593749999778e-01 2.275048828124999645e+00 2.608886718749999778e-01 1.260986328125000139e-02
2.291015625000000000e+00 1.755615234374999917e-02 3.310058593749999889e-01 2.187548828124999734e+00 2.833886718749999978e-01 3.234863281250000000e-03
2.691015624999999911e+00 2.505615234374999889e-02 2.810058593750000000e-01 1.837548828125000089e+00 1.933886718749999734e-01 1.573486328125000069e-02
2.491015624999999734e+00 2.130615234374999903e-02 3.060058593749999667e-01 2.012548828124999911e+00 1.483886718749999889e-01 9.484863281250000347e-03
2.091015624999999822e+00 2.880615234374999875e-02 2.560058593749999778e-01 1.662548828125000044e+00 2.383886718749999856e-01 2.198486328125000278e-02
2.066015624999999911e+00 2.083740234374999861e-02 3.403808593749999556e-01 2.253173828125000000e+00 1.765136718750000000e-01 1.807861328124999931e-02
2.466015624999999822e+00 2.833740234374999833e-02 2.903808593750000222e-01 1.903173828124999911e+00 2.665136718749999689e-01 5.578613281250000347e-03
2.666015625000000000e+00 1.708740234374999875e-02 3.153808593749999889e-01 2.078173828124999734e+00 2.215136718749999845e-01 2.432861328125000139e-02
2.266015625000000089e+00 2.458740234374999847e-02 2.653808593750000000e-01 1.728173828125000089e+00 1.315136718749999878e-01 1.182861328125000069e-02
2.366015624999999734e+00 1.521240234374999882e-02 2.778808593750000111e-01 1.640673828125000178e+00 1.540136718749999800e-01 2.120361328125000208e-02
2.766015624999999645e+00 2.271240234375000028e-02 3.278808593750000000e-01 1.990673828124999822e+00 2.440136718750000044e-01 8.703613281249999653e-03
2.566015624999999911e+00 1.896240234375000042e-02 2.528808593749999889e-01 1.815673828125000000e+00 2.890136718749999889e-01 1.495361328125000000e-02
2.166015625000000000e+00 2.646240234374999667e-02 3.028808593749999778e-01 2.165673828124999645e+00 1.990136718749999922e-01 2.453613281250000173e-03
2.116015625000000178e+00 1.802490234374999958e-02 2.591308593750000222e-01 2.034423828125000000e+00 2.552636718749999867e-01 1.964111328125000069e-02
2.516015624999999645e+00 2.552490234374999931e-02 3.091308593750000111e-01 1.684423828125000133e+00 1.652636718749999900e-01 7.141113281250000000e-03
2.716015624999999822e+00 2.177490234374999944e-02 2.841308593749999889e-01 2.209423828124999822e+00 1.202636718749999917e-01 1.339111328125000035e-02
2.316015624999999911e+00 2.927490234374999917e-02 3.341308593749999778e-01 1.859423828124999956e+00 2.102636718750000022e-01 8.911132812500000867e-04
2.216015624999999822e+00 1.989990234374999778e-02 3.216308593749999667e-01 1.946923828125000089e+00 2.327636718749999944e-01 1.651611328125000139e-02
2.616015624999999734e+00 2.739990234374999750e-02 2.716308593749999778e-01 2.296923828124999734e+00 1.427636718749999978e-01 4.016113281249999827e-03
2.416015625000000000e+00 1.614990234374999792e-02 3.466308593749999889e-01 1.771923828125000044e+00 1.877636718749999822e-01 2.276611328125000000e-02
2.016015625000000089e+00 2.364990234375000111e-02 2.966308593750000000e-01 2.121923828124999911e+00 2.777636718749999512e-01 1.026611328125000104e-02
2.022265625000000178e+00 1.837646484374999903e-02 3.474121093750000000e-01 1.678955078125000000e+00 2.285449218749999734e-01 8.508300781250000347e-03
2.422265625000000089e+00 2.587646484374999875e-02 2.974121093750000111e-01 2.028955078125000089e+00 1.385449218750000044e-01 2.100830078125000278e-02
2.622265624999999822e+00 2.212646484374999889e-02 3.224121093749999778e-01 1.853955078125000044e+00 1.835449218749999889e-01 2.258300781250000000e-03
2.222265624999999911e+00 2.962646484374999861e-02 2.724121093749999889e-01 2.203955078124999911e+00 2.735449218750000133e-01 1.475830078125000069e-02
2.322265625000000000e+00 2.025146484374999722e-02 2.849121093750000000e-01 2.291455078124999822e+00 2.960449218749999778e-01 5.383300781250000173e-03
2.722265624999999911e+00 2.775146484374999695e-02 3.349121093749999889e-01 1.941455078124999956e+00 2.060449218750000089e-01 1.788330078125000000e-02
2.522265624999999734e+00 1.650146484375000083e-02 2.599121093749999778e-01 2.116455078125000000e+00 1.610449218749999967e-01 1.163330078125000139e-02
2.122265624999999822e+00 2.400146484375000056e-02 3.099121093749999667e-01 1.766455078124999911e+00 2.510449218749999933e-01 2.413330078125000208e-02
2.172265625000000089e+00 2.118896484374999806e-02 2.536621093750000000e-01 1.897705078125000000e+00 1.272949218749999944e-01 3.820800781250000087e-03
2.572265625000000000e+00 2.868896484374999778e-02 3.036621093749999889e-01 2.247705078124999645e+00 2.172949218749999911e-01 1.632080078125000208e-02
2.772265624999999734e+00 1.743896484374999820e-02 2.786621093750000222e-01 1.722705078124999956e+00 2.622949218750000311e-01 1.007080078125000000e-02
2.372265624999999822e+00 2.493896484375000139e-02 3.286621093749999556e-01 2.072705078124999822e+00 1.722949218750000067e-01 2.257080078125000069e-02
2.272265625000000178e+00 1.556396484375000000e-02 3.161621093750000000e-01 1.985205078124999911e+00 1.947949218749999989e-01 6.945800781250000694e-03
2.672265624999999645e+00 2.306396484374999972e-02 2.661621093750000111e-01 1.635205078125000044e+00 2.847949218749999956e-01 1.944580078125000139e-02
2.472265624999999911e+00 1.931396484374999986e-02 3.411621093749999667e-01 2.160205078124999734e+00 2.397949218750000111e-01 6.958007812500000217e-04
2.072265625000000000e+00 2.681396484374999958e-02 2.911621093749999778e-01 1.810205078125000089e+00 1.497949218749999867e-01 1.319580078125000104e-02
2.097265624999999911e+00 1.884521484374999944e-02 3.005371093750000000e-01 2.094580078124999911e+00 2.679199218750000222e-01 2.178955078125000000e-02
2.497265624999999822e+00 2.634521484374999917e-02 2.505371093750000111e-01 1.744580078125000044e+00 1.779199218749999978e-01 9.289550781250001041e-03
